0.000000 0.000000
0.140051 0.000000
0.280102 0.000000
0.420152 0.000000
0.560203 0.000000
0.700254 0.000000
0.840305 0.000000
0.980355 0.000000
1.120406 0.000000
1.260457 0.000000
1.400508 0.000000
1.540558 0.000000
1.680609 0.000000
1.820660 0.000000
1.960711 0.866343
2.100761 0.889262
2.240812 0.849493
2.380863 0.782366
2.520914 0.700996
2.660964 0.583488
2.801015 0.382806
2.941066 0.158554
3.081117 0.216383
3.221168 0.541782
3.361218 0.759126
3.501269 0.857218
3.641320 0.852942
3.781371 0.805929
3.921422 0.734004
4.061472 0.739767
4.201523 0.776894
4.341574 0.780884
4.481625 0.757835
4.621675 0.714836
4.761726 0.633219
4.901777 0.516356
5.041828 0.402012
5.181879 0.480395
5.321929 0.672596
5.461980 0.774579
5.602031 0.802037
5.742082 0.797162
5.882133 0.774123
6.022183 0.740024
6.162234 0.712960
6.302285 0.717294
6.442335 0.728159
6.582386 0.731070
6.722437 0.709605
6.862488 0.662070
7.002539 0.608701
7.142589 0.612931
7.282640 0.677336
7.422691 0.734928
7.562741 0.763739
7.702792 0.776794
7.842843 0.773797
7.982894 0.759763
8.122945 0.730314
8.262996 0.697343
8.403046 0.675009
8.543097 0.676826
8.683147 0.688544
8.823198 0.689384
8.963249 0.681435
9.103300 0.682274
9.243351 0.705943
9.383402 0.731374
9.523453 0.743011
9.663503 0.752777
9.803554 0.752797
9.943604 0.750850
10.083655 0.738700
10.223706 0.721502
10.363757 0.689663
10.503808 0.658321
10.643858 0.643479
10.783909 0.653927
10.923960 0.678107
11.064011 0.701934
11.204062 0.722627
11.344112 0.736936
11.484163 0.741074
11.624214 0.742511
11.764265 0.735511
11.904315 0.729173
12.044366 0.724790
12.184417 0.717928
12.324468 0.704699
12.464519 0.681737
12.604569 0.659067
12.744620 0.647542
12.884670 0.659943
13.024721 0.690803
13.164772 0.717601
13.304823 0.738275
13.444874 0.741385
13.584925 0.739140
13.724976 0.734366
13.865026 0.721568
14.005077 0.708290
14.145127 0.700095
14.285178 0.689488
14.425229 0.689725
14.565280 0.680666
14.705331 0.673950
14.845382 0.673033
14.985433 0.690351
15.125483 0.708701
15.265533 0.726228
15.405584 0.735986
15.545635 0.736697
15.685686 0.731548
15.825737 0.723775
15.965788 0.706301
16.105839 0.689850
16.245890 0.679005
16.385941 0.673019
16.525991 0.678756
16.666042 0.683852
16.806091 0.690099
16.946142 0.700466
17.086193 0.709889
17.226244 0.721125
17.366295 0.726453
17.506346 0.727846
17.646397 0.723144
17.786448 0.719618
17.926498 0.710514
18.066549 0.695015
18.206600 0.682158
18.346651 0.669528
18.486702 0.665085
18.626753 0.678114
18.766804 0.691773
18.906855 0.707438
19.046906 0.716090
19.186954 0.720831
19.327005 0.724726
19.467056 0.719639
19.607107 0.717085
19.747158 0.710910
19.887209 0.701983
20.027260 0.694975
20.167311 0.687716
20.307362 0.676675
20.447412 0.672423
20.587463 0.675831
20.727514 0.685003
20.867565 0.703696
21.007616 0.715504
21.147667 0.722711
21.287716 0.723552
21.427767 0.718305
21.567818 0.712726
21.707869 0.704003
21.847919 0.693325
21.987970 0.685915
22.128021 0.682977
22.268072 0.681621
22.408123 0.682207
22.548174 0.683791
22.688225 0.690170
22.828276 0.699619
22.968327 0.712388
23.108377 0.715592
23.248428 0.718672
23.388479 0.719452
23.528530 0.711852
23.668579 0.701781
23.808630 0.690775
23.948681 0.683352
24.088732 0.677853
24.228783 0.676196
24.368834 0.683243
24.508884 0.689824
24.648935 0.696781
24.788986 0.703178
24.929037 0.709976
25.069088 0.712198
25.209139 0.712568
25.349190 0.713489
25.489241 0.708536
25.629292 0.701883
25.769341 0.692830
25.909391 0.684333
26.049442 0.677879
26.189493 0.676154
26.329544 0.678231
26.469595 0.688325
26.609646 0.699027
26.749697 0.707128
26.889748 0.710182
27.029799 0.711693
27.169849 0.710157
27.309900 0.707059
27.449951 0.703321
27.590002 0.697985
27.730053 0.691686
27.870104 0.686295
28.010155 0.679412
28.150204 0.679543
28.290255 0.681241
28.430305 0.687459
28.570356 0.695994
28.710407 0.704740
28.850458 0.708859
28.990509 0.711893
29.130560 0.708145
29.270611 0.704103
29.410662 0.700332
29.550713 0.692973
29.690763 0.687844
29.830814 0.682401
29.970865 0.681748
30.110916 0.680606
30.250965 0.684748
30.391016 0.690537
30.531067 0.697168
30.671118 0.701172
30.811169 0.706081
30.951220 0.707729
31.091270 0.706786
31.231321 0.703877
31.371372 0.699596
31.511423 0.691375
31.651474 0.686214
31.791525 0.681518
31.931576 0.678732
32.071625 0.680812
32.211678 0.686629
32.351727 0.692344
32.491779 0.697183
32.631828 0.704543
32.771881 0.702659
32.911930 0.704706
33.051983 0.703366
33.192032 0.702684
33.332085 0.697330
33.472134 0.690359
33.612183 0.686352
33.752235 0.681063
33.892284 0.680384
34.032337 0.680790
34.172386 0.685184
34.312439 0.692862
34.452488 0.697949
34.592541 0.703015
34.732590 0.704136
34.872643 0.703787
35.012691 0.700431
35.152744 0.698270
35.292793 0.694670
35.432846 0.688552
35.572895 0.682500
35.712948 0.682130
35.852997 0.682795
35.993046 0.683439
36.133099 0.683790
36.273148 0.691426
36.413200 0.696572
36.553249 0.700041
36.693302 0.703468
36.833351 0.703798
36.973404 0.699475
37.113453 0.693885
37.253506 0.691115
37.393555 0.687146
37.533607 0.683128
37.673656 0.679255
37.813709 0.680935
37.953758 0.684395
38.093811 0.687329
38.233860 0.692438
38.373909 0.695069
38.513962 0.698071
38.654011 0.700352
38.794064 0.700968
38.934113 0.698734
39.074165 0.694299
39.214214 0.689529
39.354267 0.685055
39.494316 0.680293
39.634369 0.680293
39.774418 0.680174
39.914471 0.683051
40.054520 0.688344
40.194572 0.692605
40.334621 0.696679
40.474670 0.697962
40.614723 0.699324
40.754772 0.696717
40.894825 0.696823
41.034874 0.693168
41.174927 0.689359
41.314976 0.684136
41.455029 0.680418
41.595078 0.680296
41.735130 0.681889
41.875179 0.682623
42.015232 0.689085
42.155281 0.691569
42.295334 0.694923
42.435383 0.696919
42.575432 0.699030
42.715485 0.696802
42.855534 0.692582
42.995586 0.691274
43.135635 0.687148
43.275688 0.685262
43.415737 0.681399
43.555790 0.679026
43.695839 0.682431
43.835892 0.684500
43.975941 0.688006
44.115993 0.691619
44.256042 0.693663
44.396095 0.696807
44.536144 0.696080
44.676197 0.696501
44.816246 0.691656
44.956295 0.689380
45.096348 0.685312
45.236397 0.681588
45.376450 0.679958
45.516499 0.682707
45.656551 0.682202
45.796600 0.685652
45.936653 0.688776
46.076702 0.689119
46.216755 0.693636
46.356804 0.694603
46.496857 0.695131
46.636906 0.693242
46.776958 0.691197
46.917007 0.687927
47.057060 0.683702
47.197109 0.680895
47.337158 0.679995
47.477211 0.680667
47.617260 0.682925
47.757313 0.684906
47.897362 0.689217
48.037415 0.690408
48.177464 0.692649
48.317516 0.694218
48.457565 0.692392
48.597618 0.692363
48.737667 0.687480
48.877720 0.685443
49.017769 0.683679
49.157822 0.680026
49.297871 0.680657
49.437920 0.681574
49.577972 0.681605
49.718021 0.685774
49.858074 0.686575
49.998123 0.690761
50.138176 0.691986
50.278225 0.693125
50.418278 0.692117
50.558327 0.689402
50.698380 0.686814
50.838428 0.683158
50.978481 0.683240
51.118530 0.680470
51.258583 0.680261
51.398632 0.679331
51.538681 0.684008
51.678734 0.684700
51.818783 0.686054
51.958836 0.688213
52.098885 0.691593
52.238937 0.691979
52.378986 0.690573
52.519039 0.689356
52.659088 0.686204
52.799141 0.681894
52.939190 0.681257
53.079243 0.680390
53.219292 0.678523
53.359344 0.681429
53.499393 0.681996
53.639446 0.684126
53.779495 0.687816
53.919544 0.687308
54.059597 0.689333
54.199646 0.690129
54.339699 0.689156
54.479748 0.688401
54.619801 0.683763
54.759850 0.682563
54.899902 0.680243
55.039951 0.679446
55.180004 0.678416
55.320053 0.679889
55.460106 0.682633
55.600155 0.684808
55.740208 0.685742
55.880257 0.687260
56.020309 0.688823
56.160358 0.687799
56.300407 0.687508
56.440460 0.685801
56.580509 0.683630
56.720562 0.682002
56.860611 0.679855
57.000664 0.678155
57.140713 0.678148
57.280766 0.679711
57.420815 0.682176
57.560867 0.684497
57.700916 0.685698
57.840969 0.686714
57.981018 0.688018
58.121071 0.686998
